account_id,customer_id,account_type,balance,status
A01569,C05169,Investment,588036.03,Active
A01570,C03051,Investment,34640.64,Active
A01571,C06091,Current,6073.79,Active
A01572,C05608,Savings,423902.21,Active
A01573,C00887,Savings,743473.95,Active
A01574,C00619,Savings,607444.66,Active
A01575,C06590,Current,196637.81,Active
A01576,C09837,Savings,910344.24,Active
A01577,C06547,Current,265472.47,Active
A01578,C04012,Savings,440726.72,Active
A01579,C01923,Current,275903.33,Active
A01580,C00986,Savings,682934.72,Active
A01581,C02677,Savings,118357.53,Inactive
A01582,C09983,Current,215786.84,Active
A01583,C05348,Savings,22969.66,Active
A01584,C01285,Investment,947423.40,Active
A01585,C00639,Investment,854469.12,Inactive
A01586,C02070,Savings,301655.49,Inactive
A01587,C00534,Investment,238276.33,Closed
A01588,C05679,Current,531155.98,Active
A01589,C03564,Investment,359556.67,Active
A01590,C07954,Investment,447623.82,Active
A01591,C08609,Investment,151210.57,Active
A01592,C05399,Investment,680229.20,Active
A01593,C01720,Current,858163.28,Active
A01594,C07963,Savings,859703.30,Active
A01595,C08442,Savings,437154.20,Active
A01596,C02155,Investment,355680.77,Closed
A01597,C08265,Current,185481.24,Active
A01598,C07652,Investment,419383.91,Active
A01599,C08618,Investment,724093.64,Active
A01600,C05546,Investment,41977.66,Active
A01601,C08410,Savings,575612.33,Active
A01602,C05380,Current,262539.98,Active
A01603,C06352,Savings,675531.92,Active
A01604,C04820,Investment,554852.11,Active
A01605,C01887,Investment,845461.44,Active
A01606,C08363,Investment,137094.06,Active
A01607,C06672,Investment,291190.34,Active
A01608,C05447,Savings,444176.10,Inactive
A01609,C09760,Current,347323.09,Active
A01610,C03447,Current,861081.77,Active
A01611,C01275,Savings,508281.82,Active
A01612,C02500,Current,439200.65,Active
A01613,C07325,Current,627957.83,Inactive
A01614,C04449,Current,574849.49,Active
A01615,C04651,Investment,118354.49,Active
A01616,C07330,Savings,851674.36,Active
A01617,C04069,Current,596538.98,Active
A01618,C00279,Current,63062.10,Active
A01619,C05423,Current,600245.57,Active
A01620,C05088,Investment,688300.98,Active
A01621,C04345,Investment,845606.42,Active
A01622,C06986,Savings,198280.50,Active
A01623,C06911,Investment,845608.85,Active
A01624,C05405,Current,586537.24,Active
A01625,C00490,Savings,776746.71,Active
A01626,C04318,Investment,734503.32,Active
A01627,C04934,Savings,782456.22,Inactive
A01628,C02508,Current,148377.78,Active
A01629,C05906,Savings,805464.02,Inactive
A01630,C06027,Savings,693737.34,Active
A01631,C01692,Current,906495.65,Active
A01632,C00810,Savings,339645.84,Closed
A01633,C05512,Investment,241418.98,Active
A01634,C05827,Investment,963462.50,Inactive
A01635,C05957,Current,801618.70,Closed
A01636,C06947,Investment,956355.13,Active
A01637,C03335,Current,794537.66,Inactive
A01638,C07925,Investment,970569.23,Active
A01639,C06796,Investment,54914.55,Active
A01640,C05835,Savings,302220.69,Active
A01641,C09512,Savings,30939.32,Active
A01642,C00833,Current,201722.12,Active
A01643,C06072,Current,680812.05,Active
A01644,C02600,Savings,626121.48,Active
A01645,C09554,Savings,223844.46,Active
A01646,C00758,Investment,681967.89,Active
A01647,C01124,Investment,680290.49,Active
A01648,C09434,Investment,983340.75,Active
A01649,C00401,Savings,34378.52,Active
A01650,C09042,Savings,597620.05,Active
A01651,C06053,Savings,174038.33,Active
A01652,C04671,Savings,33945.33,Active
A01653,C03889,Investment,217916.38,Active
A01654,C03982,Current,587848.08,Active
A01655,C00040,Investment,-100000.00,Active
A01656,C09184,Investment,448098.69,Active
A01657,C01029,Investment,532763.49,Active
A01658,C04869,Current,952639.01,Active
A01659,C01628,Current,773151.90,Active
A01660,C04071,Investment,882088.21,Inactive
A01661,C02214,Investment,8894.24,Active
A01662,C08397,Investment,93612.34,Active
A01663,C06632,Current,292809.92,Active
A01664,C06768,Current,275539.08,Active
A01665,C07588,Investment,559246.42,Active
A01666,C02728,Current,599671.71,Active
A01667,C03926,Current,594289.37,Active
A01668,C08492,Savings,683416.27,Active
A01669,C07269,Current,273353.53,Active
A01670,C05098,Current,526948.05,Active
A01671,C05013,Current,384638.19,Active
A01672,C09324,Investment,703435.03,Active
A01673,C05359,Current,808278.14,Active
A01674,C02363,Savings,615434.98,Active
A01675,C02501,Investment,379475.82,Active
A01676,C00183,Investment,938803.97,Active
A01677,C04396,Investment,389212.35,Active
A01678,C08510,Savings,958778.07,Active
A01679,C08811,Savings,839942.40,Active
A01680,C02391,Savings,665324.06,Active
A01681,C02235,Current,384324.96,Active
A01682,C03044,Savings,227329.86,Active
A01683,C07963,Investment,558439.15,Active
A01684,C06338,Investment,712586.26,Active
A01685,C06778,Current,919997.60,Active
A01686,C08534,Current,496276.62,Active
A01687,C04350,Current,328530.14,Active
A01688,C05334,Investment,775782.12,Active
A01689,C06093,Current,502913.27,Active
A01690,C00035,Savings,886805.69,Active
A01691,C02159,Current,637564.15,Active
A01692,C06953,Current,639508.46,Inactive
A01693,C04325,Savings,968147.09,Inactive
A01694,C02714,Current,37384.55,Active
A01695,C04184,Current,355776.53,Inactive
A01696,C04149,Savings,43268.65,Active
A01697,C01439,Investment,510591.47,Active
A01698,C07470,Investment,100652.24,Active
A01699,C00831,Savings,326471.33,Active
A01700,C01519,Investment,971040.33,Active
A01701,C00356,Current,409439.07,Active
A01702,C03858,Savings,317282.25,Inactive
A01703,C05235,Savings,543879.63,Active
A01704,C03073,Savings,833122.71,Active
A01705,C08204,Current,899143.74,Active
A01706,C03356,Savings,854354.22,Active
A01707,C00781,Current,129727.86,Active
A01708,C01570,Savings,402809.52,Inactive
A01709,C08281,Investment,970572.23,Active
A01710,C08046,Savings,39122.16,Active
A01711,C09882,Savings,529216.10,Active
A01712,C04842,Investment,832051.52,Active
A01713,C09808,Savings,334418.60,Active
A01714,C00311,Investment,181010.14,Active
A01715,C07033,Savings,957520.88,Active
A01716,C03532,Current,903662.34,Active
A01717,C03175,Savings,312799.14,Inactive
A01718,C07930,Current,731841.69,Active
A01719,C06002,Savings,221604.47,Active
A01720,C00178,Investment,751419.44,Inactive
A01721,C02293,Savings,402052.01,Active
A01722,C04711,Current,803772.71,Active
A01723,C07536,Savings,283233.72,Active
A01724,C02540,Savings,284135.10,Active
A01725,C02069,Current,282721.82,Active
A01726,C02943,Current,425560.09,Active
A01727,C00709,Savings,222442.10,Active
A01728,C06781,Current,340412.83,Active
A01729,C02385,Current,454235.47,Active
A01730,C02455,Current,457445.92,Active
A01731,C00888,Investment,242712.33,Active
A01732,C07751,Investment,58385.63,Active
A01733,C05146,Savings,8708.58,Inactive
A01734,C05837,Investment,845613.26,Inactive
A01735,C07154,Investment,487940.81,Active
A01736,C00045,Current,462898.02,Active
A01737,C01164,Savings,84145.86,Active
A01738,C06277,Current,869630.96,Active
A01739,C02953,Savings,365610.46,Active
A01740,C09411,Savings,760480.45,Inactive
A01741,C00274,Investment,865173.93,Active
A01742,C04619,Investment,583178.87,Active
A01743,C01342,Current,331516.21,Active
A01744,C07248,Investment,297503.19,Active
A01745,C01774,Investment,528484.99,Active
A01746,C04447,Savings,396548.88,Active
A01747,C08657,Current,628451.96,Active
A01748,C01809,Investment,25525.28,Active
A01749,C04991,Savings,856337.80,Active
A01750,C01062,Current,710384.77,Active
A01751,C00538,Current,99427.73,Active
A01752,C03119,Current,391959.37,Active
A01753,C04061,Savings,980540.69,Active
A01754,C03902,Savings,316393.50,Active
A01755,C06035,Investment,303352.39,Active
A01756,C00868,Savings,578061.28,Active
A01757,C04618,Savings,406214.81,Closed
A01758,C03823,Current,929147.07,Active
A01759,C02404,Savings,786503.44,Active
A01760,C04417,Current,62426.18,Active
A01761,C05588,Investment,700370.96,Active
A01762,C09041,Investment,834839.56,Active
A01763,C03477,Investment,819936.75,Active
A01764,C01517,Current,642301.86,Active
A01765,C06130,Current,529656.93,Active
A01766,C09915,Current,375600.77,Active
A01767,C01547,Current,951887.90,Active
A01768,C09221,Savings,31496.08,Active
A01769,C00938,Investment,347814.12,Active
A01770,C09662,Savings,774677.49,Active
A01771,C08982,Savings,248101.37,Active
A01772,C07998,Investment,212670.47,Inactive
A01773,C04711,Investment,500068.08,Active
A01774,C04223,Investment,300677.52,Active
A01775,C04850,Current,828206.63,Closed
A01776,C05474,Investment,203429.22,Active
A01777,C07653,Savings,664282.89,Inactive
A01778,C06262,Current,7699.77,Active
A01779,C02948,Savings,469504.88,Inactive
A01780,C05249,Current,148057.71,Inactive
A01781,C02987,Current,111548.79,Active
A01782,C02624,Current,27043.28,Active
A01783,C06276,Investment,819263.31,Active
A01784,C09194,Current,513020.19,Inactive
A01785,C01926,Savings,989869.47,Inactive
A01786,C03610,Current,838598.85,Active
A01787,C01115,Investment,279059.80,Active
A01788,C09106,Savings,654026.83,Active
A01789,C03217,Savings,500094.55,Active
A01790,C02754,Investment,25099.09,Inactive
A01791,C08584,Current,465474.18,Active
A01792,C08123,Savings,85542.21,Active
A01793,C07605,Savings,697962.99,Active
A01794,C01648,Savings,563604.99,Active
A01795,C09829,Current,306602.77,Active
A01796,C08043,Current,203078.07,Active
A01797,C09743,Current,390953.12,Active
A01798,C01837,Investment,817618.02,Active
A01799,C05802,Savings,970963.44,Active
A01800,C03935,Investment,834074.64,Inactive
A01801,C07530,Current,730876.39,Active
A01802,C09992,Savings,352354.12,Active
A01803,C05848,Savings,424991.32,Active
A01804,C08601,Current,639323.21,Active
A01805,C08870,Savings,551445.73,Active
A01806,C08030,Investment,497140.90,Active
A01807,C04623,Current,451675.71,Active
A01808,C05458,Investment,550516.04,Active
A01809,C03854,Current,387241.96,Active
A01810,C07696,Savings,178266.31,Active
A01811,C00592,Savings,612022.41,Active
A01812,C06226,Current,426359.97,Active
A01813,C02437,Current,810046.08,Active
A01814,C01459,Investment,420808.47,Active
A01815,C03100,Savings,370191.36,Active
A01816,C03488,Investment,77225.47,Active
A01817,C07838,Investment,217532.80,Active
A01818,C06445,Investment,133472.08,Active
A01819,C07823,Current,232910.66,Active
A01820,C05432,Savings,424102.16,Active
A01821,C02225,Investment,675861.25,Active
A01822,C08044,Current,480574.43,Active
A01823,C03053,Investment,158485.95,Active
A01824,C09655,Savings,291092.45,Active
A01825,C07407,Savings,571014.84,Active
A01826,C02090,Savings,579430.12,Active
A01827,C07539,Investment,432069.96,Inactive
A01828,C00133,Savings,568090.37,Active
A01829,C07199,Current,836661.28,Active
A01830,C00909,Current,326331.11,Active
A01831,C08110,Investment,483033.41,Active
A01832,C01293,Current,301354.93,Active
A01833,C02057,Investment,301966.86,Active
A01834,C05231,Savings,350392.43,Active
A01835,C01254,Savings,690244.21,Active
A01836,C00519,Investment,141581.82,Closed
A01837,C02588,Savings,619281.99,Active
A01838,C03082,Current,591932.63,Inactive
A01839,C07385,Investment,352986.29,Active
A01840,C04204,Savings,200267.80,Active
A01841,C08780,Current,890022.27,Active
A01842,C00079,Investment,537570.01,Active
A01843,C06550,Investment,759258.02,Active
A01844,C09490,Investment,915953.74,Active
A01845,C01740,Savings,786063.53,Active
A01846,C04913,Savings,858249.35,Active
A01847,C09716,Current,261182.11,Active
A01848,C04562,Investment,151103.44,Inactive
A01849,C00023,Savings,850949.87,Active
A01850,C08273,Investment,877414.05,Active
A01851,C01862,Savings,959425.82,Active
A01852,C09605,Savings,370341.21,Closed
A01853,C05259,Savings,529140.71,Active
A01854,C01271,Savings,90063.36,Active
A01855,C00616,Savings,300268.59,Active
A01856,C00872,Investment,93416.07,Closed
A01857,C06751,Current,841721.14,Inactive
A01858,C02644,Current,188189.04,Active
A01859,C05478,Current,284548.51,Closed
A01860,C00054,Savings,961551.61,Active
A01861,C05599,Investment,251409.79,Active
A01862,C02780,Savings,663947.74,Active
A01863,C00065,Current,836696.98,Active
A01864,C07288,Savings,666741.57,Active
A01865,C06307,Current,913156.57,Inactive
A01866,C05580,Current,472812.14,Active
A01867,C00830,Current,51673.04,Active
A01868,C09351,Investment,853379.78,Active
A01869,C07234,Investment,995217.44,Active
A01870,C06410,Savings,337959.73,Active
A01871,C01400,Investment,178143.85,Inactive
A01872,C02711,Current,633474.88,Active
A01873,C06544,Savings,383586.79,Active
A01874,C09952,Current,436686.44,Active
A01875,C01408,Investment,732200.26,Inactive
A01876,C04421,Savings,192553.24,Active
A01877,C07123,Current,360296.80,Active
A01878,C02302,Investment,341203.56,Inactive
A01879,C01104,Current,904886.03,Active
A01880,C05235,Investment,117456.26,Active
A01881,C01621,Investment,373837.12,Active
A01882,C02793,Investment,60484.95,Active
A01883,C04982,Investment,179103.18,Active
A01884,C09583,Savings,643481.90,Active
A01885,C04639,Savings,570858.50,Inactive
A01886,C04430,Investment,113790.14,Active
A01887,C00113,Savings,217182.71,Active
A01888,C05929,Investment,703569.09,Inactive
A01889,C09521,Savings,580907.27,Active
A01890,C02760,Current,322125.99,Active
A01891,C01978,Savings,820970.15,Active
A01892,C07377,Current,890139.50,Active
A01893,C08292,Investment,303423.33,Active
A01894,C08245,Investment,960395.96,Active
A01895,C05964,Investment,297997.71,Active
A01896,C08888,Savings,463887.77,Inactive
A01897,C09829,Savings,248045.66,Active
A01898,C05357,Investment,951694.66,Inactive
A01899,C05115,Current,694154.85,Active
A01900,C05135,Savings,796100.86,Active
A01901,C09171,Investment,26410.98,Active
A01902,C03125,Savings,517865.00,Inactive
A01903,C03568,Savings,359944.62,Active
A01904,C08743,Savings,887324.15,Active
A01905,C02999,Investment,251454.95,Active
A01906,C00203,Investment,126258.87,Inactive
A01907,C04126,Current,174981.21,Active
A01908,C01339,Investment,243453.45,Active
A01909,C00165,Savings,313821.59,Inactive
A01910,C04148,Savings,242499.85,Active
A01911,C00645,Current,474612.80,Active
A01912,C02206,Investment,918796.41,Active
A01913,C09668,Investment,493999.80,Active
A01914,C06990,Investment,395743.91,Active
A01915,C00849,Investment,701099.22,Inactive
A01916,C08180,Current,863394.81,Active
A01917,C07354,Investment,338703.27,Active
A01918,C00849,Savings,241860.88,Active
A01919,C00587,Current,854619.07,Active
A01920,C09804,Investment,863080.81,Closed
A01921,C02370,Current,798480.53,Active
A01922,C02254,Current,277232.80,Active
A01923,C04741,Savings,437431.14,Active
A01924,C08714,Investment,671240.97,Active
A01925,C07953,Current,752703.28,Closed
A01926,C03833,Investment,551357.03,Active
A01927,C03597,Investment,657906.74,Active
A01928,C02774,Investment,576981.62,Inactive
A01929,C03141,Investment,626931.76,Active
A01930,C07528,Investment,651259.05,Active
A01931,C07834,Investment,918695.51,Active
A01932,C03806,Current,903883.32,Active
A01933,C03785,Savings,521543.33,Active
A01934,C09484,Savings,71705.74,Active
A01935,C06986,Investment,579019.07,Active
A01936,C01326,Investment,191978.00,Active
A01937,C07661,Investment,57971.35,Active
A01938,C07689,Investment,4293.22,Active
A01939,C00101,Investment,559031.22,Inactive
A01940,C04875,Investment,283270.07,Active
A01941,C06546,Savings,782455.89,Active
A01942,C08267,Current,704645.03,Active
A01943,C01159,Savings,547287.22,Active
A01944,C05331,Investment,359044.57,Active
A01945,C04215,Investment,280194.16,Active
A01946,C02807,Savings,900324.51,Active
A01947,C05516,Savings,196948.34,Active
A01948,C03096,Investment,35534.42,Active
A01949,C01103,Current,294851.12,Active
A01950,C03411,Investment,689075.75,Active
A01951,C01631,Savings,597053.68,Active
A01952,C05614,Savings,672851.86,Closed
A01953,C07027,Savings,402500.89,Active
A01954,C09919,Savings,942838.76,Active
A01955,C00499,Current,65820.63,Active
A01956,C02333,Savings,238020.63,Active
A01957,C07977,Investment,787059.12,Active
A01958,C00648,Investment,199523.31,Closed
A01959,C02827,Savings,633667.64,Active
A01960,C02293,Investment,81098.14,Active
A01961,C08624,Investment,654187.32,Active
A01962,C03770,Current,944589.43,Active
A01963,C07261,Investment,682308.40,Active
A01964,C02278,Savings,71535.48,Active
A01965,C05197,Investment,423688.48,Active
A01966,C08160,Savings,71259.91,Active
A01967,C03373,Savings,990541.80,Active
A01968,C00265,Investment,504364.73,Active
A01969,C03945,Savings,816594.86,Active
A01970,C05478,Investment,888731.52,Active
A01971,C00432,Savings,235641.52,Inactive
A01972,C01566,Investment,801365.33,Active
A01973,C06841,Current,547594.51,Active
A01974,C01519,Investment,38397.10,Active
A01975,C01110,Investment,153912.87,Active
A01976,C04143,Savings,544429.39,Active
A01977,C02208,Investment,262528.86,Active
A01978,C06957,Investment,550602.64,Active
A01979,C03139,Savings,759728.80,Active
A01980,C09939,Investment,478769.04,Inactive
A01981,C00177,Savings,665075.15,Closed
A01982,C04590,Savings,644583.00,Active
A01983,C04192,Savings,724512.57,Active
A01984,C02126,Savings,44344.31,Active
A01985,C00738,Savings,294934.56,Active
A01986,C01076,Savings,629377.17,Active
A01987,C01999,Savings,336891.92,Active
A01988,C07459,Investment,304158.01,Active
A01989,C07740,Savings,684947.90,Active
A01990,C03802,Investment,960136.57,Active
A01991,C07607,Savings,657279.66,Active
A01992,C01258,Investment,523211.88,Active
A01993,C09164,Investment,554761.32,Active
A01994,C07438,Current,424095.81,Active
A01995,C06080,Savings,218519.84,Active
A01996,C01253,Savings,790044.11,Active
A01997,C01377,Investment,970990.43,Active
A01998,C07479,Investment,636225.20,Active
A01999,C04551,Investment,477074.95,Active
A02000,C05919,Savings,587341.76,Active
A02001,C08214,Current,929463.33,Active
A02002,C01385,Investment,736808.00,Active
A02003,C03660,Current,114355.75,Active
A02004,C00502,Current,961878.56,Active
A02005,C06599,Current,728186.42,Active
A02006,C01753,Current,876496.40,Active
A02007,C08356,Current,620196.61,Inactive
A02008,C01738,Investment,637922.50,Active
A02009,C06412,Investment,141068.91,Active
A02010,C04570,Current,601349.72,Active
A02011,C09561,Savings,448610.23,Active
A02012,C05181,Current,32065.65,Active
A02013,C08464,Current,847592.55,Inactive
A02014,C00139,Savings,977144.03,Active
A02015,C01224,Current,198022.60,Active
A02016,C04573,Savings,56114.65,Inactive
A02017,C05883,Investment,649232.01,Active
A02018,C03589,Investment,320290.91,Active
A02019,C00591,Current,759085.90,Inactive
A02020,C09724,Investment,413766.54,Active
A02021,C08247,Investment,538508.58,Active
A02022,C02700,Investment,716091.48,Active
A02023,C01735,Savings,740526.93,Active
A02024,C02292,Investment,666418.13,Inactive
A02025,C00355,Investment,311045.32,Active
A02026,C01115,Savings,782508.85,Active
A02027,C01731,Investment,444149.50,Active
A02028,C08806,Investment,16608.51,Inactive
A02029,C01553,Savings,952611.74,Closed
A02030,C09044,Current,409445.99,Active
A02031,C06856,Current,951085.09,Active
A02032,C07101,Savings,769821.33,Active
A02033,C08153,Savings,696008.42,Active
A02034,C06790,Current,83082.07,Active
A02035,C01925,Investment,463722.71,Active
A02036,C03784,Savings,157873.14,Active
A02037,C00771,Investment,285980.30,Active
A02038,C00478,Current,245029.67,Active
A02039,C06164,Investment,423721.44,Active
A02040,C07912,Investment,892249.98,Active
A02041,C00981,Savings,639448.14,Active
A02042,C03729,Investment,982629.61,Active
A02043,C07247,Investment,595206.35,Active
A02044,C09665,Investment,143589.44,Active
A02045,C09399,Savings,284346.17,Active
A02046,C08641,Savings,106176.82,Inactive
A02047,C03140,Savings,94151.29,Active
A02048,C04726,Savings,136763.49,Active
A02049,C04331,Current,689650.41,Active
A02050,C01588,Investment,787354.44,Active
A02051,C06017,Investment,81593.09,Active
A02052,C00932,Savings,246484.77,Active
A02053,C07542,Current,198612.64,Active
A02054,C05802,Current,806259.25,Active
A02055,C00465,Investment,331273.10,Active
A02056,C05165,Savings,875463.88,Active
A02057,C03367,Savings,73966.45,Active
A02058,C01790,Investment,67395.01,Active
A02059,C00443,Investment,138371.13,Active
A02060,C08009,Savings,248598.74,Active
A02061,C09553,Savings,53705.32,Active
A02062,C02107,Savings,76311.99,Active
A02063,C04339,Savings,647082.25,Active
A02064,C07172,Investment,986346.54,Active
A02065,C05989,Savings,560977.61,Active
A02066,C05177,Current,120799.19,Active
A02067,C01781,Investment,313357.42,Active
A02068,C09354,Investment,611498.54,Active
A02069,C02322,Current,792314.10,Active
A02070,C04510,Current,315268.98,Active
A02071,C05190,Investment,971255.03,Active
A02072,C02085,Investment,641514.49,Active
A02073,C08747,Savings,270441.80,Active
A02074,C05095,Savings,183789.45,Active
A02075,C03193,Current,555605.31,Active
A02076,C05699,Investment,56907.51,Active
A02077,C05461,Investment,172223.43,Active
A02078,C05507,Savings,926131.25,Active
A02079,C00747,Current,716355.38,Active
A02080,C09600,Investment,882637.14,Active
A02081,C07391,Savings,361351.49,Active
A02082,C04829,Savings,358770.41,Active
A02083,C07756,Current,489168.31,Active
A02084,C04481,Investment,391127.83,Active
A02085,C04019,Savings,306813.02,Active
A02086,C00867,Savings,435326.28,Active
A02087,C08718,Investment,924004.53,Active
A02088,C08952,Current,126780.03,Active
A02089,C07496,Current,806421.20,Active
A02090,C08141,Current,594099.07,Active
A02091,C09216,Current,903309.05,Inactive
A02092,C06224,Savings,583226.77,Active
A02093,C00363,Current,25332.96,Active
A02094,C05906,Current,810016.36,Active
A02095,C03246,Investment,435628.82,Active
A02096,C07113,Savings,573931.17,Closed
A02097,C03647,Savings,842564.86,Active
A02098,C07680,Savings,440919.85,Active
A02099,C02230,Current,668760.39,Inactive
A02100,C01707,Investment,477447.18,Active
A02101,C06460,Savings,218389.01,Active
A02102,C03787,Investment,680717.08,Active
A02103,C09577,Current,247278.76,Active
A02104,C08332,Investment,259398.01,Active
A02105,C02533,Current,557253.98,Active
A02106,C03978,Current,91714.57,Inactive
A02107,C09692,Current,570338.91,Active
A02108,C05508,Current,604892.45,Active
A02109,C05806,Investment,623556.03,Active
A02110,C08308,Savings,174127.42,Active
A02111,C01790,Current,709920.92,Active
A02112,C02355,Current,729618.14,Active
A02113,C02175,Savings,931843.39,Active
A02114,C00388,Savings,214063.99,Closed
A02115,C06458,Investment,914311.96,Active
A02116,C01678,Current,409246.35,Active
A02117,C00499,Investment,277496.12,Active
A02118,C06381,Current,664116.24,Active
A02119,C02677,Investment,378395.35,Active
A02120,C02012,Savings,350864.80,Inactive
A02121,C02151,Investment,718740.06,Active
A02122,C07813,Investment,292661.65,Active
A02123,C09629,Current,170538.43,Inactive
A02124,C08617,Investment,947425.48,Active
A02125,C06882,Current,482037.65,Active
A02126,C03380,Investment,210985.56,Active
A02127,C03556,Savings,820099.65,Closed
A02128,C07485,Savings,731677.54,Active
A02129,C07217,Investment,963426.57,Active
A02130,C09478,Savings,80731.93,Closed
A02131,C01962,Savings,12907.59,Active
A02132,C08024,Current,756833.75,Active
A02133,C03174,Investment,627013.72,Closed
A02134,C08552,Current,956456.86,Active
A02135,C06270,Current,217359.50,Active
A02136,C05918,Current,476926.26,Active
A02137,C00432,Current,182333.64,Active
A02138,C09166,Savings,66427.85,Active
A02139,C00497,Investment,810090.06,Closed
A02140,C00848,Current,623074.09,Active
A02141,C07653,Current,850141.03,Inactive
A02142,C01728,Savings,612688.47,Closed
A02143,C04509,Savings,742334.74,Active
A02144,C00847,Savings,684679.49,Active
A02145,C06114,Investment,639262.26,Inactive
A02146,C00440,Investment,150228.25,Active
A02147,C00304,Savings,607888.05,Active
A02148,C02832,Savings,561214.27,Active
A02149,C01400,Savings,943823.58,Active
A02150,C09574,Current,347822.42,Active
A02151,C05298,Investment,414113.23,Active
A02152,C03844,Savings,76310.86,Active
A02153,C08456,Investment,465094.15,Active
A02154,C07541,Current,446034.28,Active
A02155,C03240,Savings,197415.57,Active
A02156,C09025,Investment,538890.51,Active
A02157,C00050,Investment,283726.40,Active
A02158,C05509,Savings,170130.71,Active
A02159,C04583,Savings,946870.06,Inactive
A02160,C00772,Current,513723.64,Active
A02161,C08088,Investment,350199.03,Active
A02162,C07940,Current,341334.45,Active
A02163,C00081,Investment,339440.75,Active
A02164,C04976,Current,44051.04,Active
A02165,C07172,Savings,901355.67,Active
A02166,C04773,Investment,393952.76,Active
A02167,C08220,Current,955479.56,Active
A02168,C02046,Current,767404.89,Active
A02169,C05054,Savings,651649.68,Active
A02170,C05308,Savings,682297.03,Active
A02171,C06576,Savings,106939.49,Inactive
A02172,C04273,Investment,194185.45,Active
A02173,C03297,Investment,904347.56,Active
A02174,C06188,Current,257153.26,Active
A02175,C09109,Investment,560184.46,Inactive
A02176,C06873,Investment,511232.29,Active
A02177,C05897,Investment,315350.80,Active
A02178,C01235,Savings,55546.79,Active
A02179,C07156,Current,641465.31,Closed
A02180,C04747,Savings,504499.71,Active
A02181,C09488,Current,538437.09,Inactive
A02182,C03550,Current,473236.89,Active
A02183,C02624,Current,575416.01,Inactive
A02184,C01795,Current,740794.63,Active
A02185,C09792,Investment,998344.02,Inactive
A02186,C04239,Savings,986579.57,Active
A02187,C00240,Current,440955.47,Active
A02188,C07905,Investment,589591.35,Active
A02189,C01119,Investment,838164.80,Active
A02190,C09502,Savings,985764.53,Inactive
A02191,C09659,Savings,757094.81,Active
A02192,C03614,Investment,969058.80,Active
A02193,C07695,Savings,963936.06,Active
A02194,C01931,Savings,364841.66,Inactive
A02195,C03025,Savings,155144.91,Active
A02196,C00441,Investment,780648.06,Active
A02197,C08290,Investment,349577.48,Active
A02198,C06020,Savings,142719.64,Active
A02199,C05578,Current,381276.79,Active
A02200,C08842,Investment,854220.41,Inactive
A02201,C05467,Current,811386.44,Active
A02202,C09925,Savings,698085.69,Active
A02203,C03313,Current,74101.62,Inactive
A02204,C04029,Investment,406256.65,Active
A02205,C02049,Investment,516067.17,Active
A02206,C08784,Current,616915.92,Active
A02207,C07272,Investment,802898.43,Active
A02208,C00453,Investment,498836.68,Active
A02209,C00721,Savings,499220.95,Inactive
A02210,C01628,Current,787392.28,Active
A02211,C07294,Savings,992872.94,Active
A02212,C09688,Savings,729842.29,Active
A02213,C05061,Current,197778.28,Active
A02214,C01351,Investment,728480.58,Active
A02215,C06252,Savings,504230.23,Active
A02216,C07155,Savings,875111.34,Inactive
A02217,C07832,Investment,490302.96,Active
A02218,C00102,Investment,325709.41,Closed
A02219,C08219,Current,429653.45,Active
A02220,C04760,Investment,724708.72,Active
A02221,C04491,Savings,489543.80,Active
A02222,C03832,Investment,64456.32,Active
A02223,C09902,Investment,501069.31,Active
A02224,C03396,Investment,258980.71,Active
A02225,C01347,Investment,161872.19,Active
A02226,C03585,Investment,869649.40,Active
A02227,C08588,Savings,123550.30,Active
A02228,C00391,Savings,461564.95,Active
A02229,C03468,Savings,662155.31,Active
A02230,C04475,Investment,259308.92,Active
A02231,C06880,Current,923737.50,Active
A02232,C05954,Investment,266652.65,Active
A02233,C07613,Investment,696034.27,Active
A02234,C04862,Current,418272.07,Active
A02235,C03780,Investment,85434.45,Active
A02236,C05081,Current,440731.02,Active
A02237,C07375,Current,932281.17,Active
A02238,C07095,Current,401469.84,Active
A02239,C06457,Savings,562576.64,Active
A02240,C08195,Investment,737654.55,Active
A02241,C02289,Investment,436354.54,Active
A02242,C05254,Savings,71539.03,Active
A02243,C04711,Investment,623581.86,Active
A02244,C08671,Savings,593691.36,Active
A02245,C02353,Current,361232.23,Active
A02246,C02323,Savings,5941.94,Active
A02247,C09077,Current,692649.31,Active
A02248,C09951,Savings,595316.89,Active
A02249,C03804,Investment,526660.34,Active
A02250,C04516,Savings,62641.77,Active
A02251,C02289,Current,415470.69,Closed
A02252,C03313,Investment,38385.59,Active
A02253,C01438,Current,247924.54,Active
A02254,C08913,Investment,190728.57,Active
A02255,C03917,Savings,820976.57,Inactive
A02256,C01778,Savings,801170.39,Active
A02257,C00352,Current,354288.10,Active
A02258,C05299,Current,523547.13,Active
A02259,C02187,Investment,290260.12,Active
A02260,C06434,Savings,344259.20,Active
A02261,C06752,Investment,458001.62,Active
A02262,C07452,Investment,953744.93,Active
A02263,C01194,Current,957688.24,Inactive
A02264,C03273,Investment,502169.42,Active
A02265,C01459,Investment,242294.36,Active
A02266,C06512,Current,913953.51,Active
A02267,C04055,Investment,987020.95,Active
A02268,C08891,Investment,805808.26,Active
